Time (s)	Load (N)	Displacement (mm)
90,997	-11,5	-2,131
91,021	-12	-2,326
91,057	-14	-2,436
91,082	-15	-2,546
91,105	-15,5	-2,676
91,13	-18	-2,791
91,178	-20	-3,041
91,202	-21	-3,151
91,225	-23	-3,285
91,255	-24	-3,348
91,279	-25	-3,397
91,304	-26	-3,435
91,351	-27	-3,466
91,376	-27,5	-3,478
91,405	-27,5	-3,485
91,429	-27,5	-3,49
91,453	-28	-3,493
91,477	-28	-3,495
91,501	-28	-3,496
91,525	-28	-3,498
91,568	-28	-3,498
91,591	-28	-3,499
91,633	-28	-3,5
91,658	-27,5	-3,5
91,694	-28	-3,327
91,718	-27,5	-3,125
91,759	-25	-2,994
91,783	-24	-2,869
91,808	-22,5	-2,754
91,831	-21	-2,639
91,855	-19,5	-2,519
91,879	-18,5	-2,394
91,903	-17	-2,274
91,927	-16	-2,154
91,951	-14	-2,004
91,982	-13	-1,884
92,005	-12	-1,769
92,056	-9	-1,529
92,078	-8	-1,404
92,101	-7	-1,194
92,143	-5	-1,079
92,167	-4,5	-0,959
92,191	-3	-0,834
92,215	-2,5	-0,714
92,24	-1,5	-0,594
92,263	-1	-0,469
92,288	-0,5	-0,359
92,311	0,5	-0,247
92,335	1	-0,167
92,359	1,5	-0,117
92,383	2	-0,079
92,407	2,5	-0,054
92,431	3	-0,032
92,468	3,5	-0,021
92,491	3,5	-0,015
92,515	3,5	-0,008
92,557	3,5	-0,005
92,581	3,5	-0,003
92,612	3,5	-0,002
92,635	3,5	-0,002
92,659	3,5	-0,001
92,683	3,5	-0,001
92,707	3	0
92,758	3,5	-0,103
92,78	3,5	-0,228
92,803	3	-0,432
92,839	1	-0,532
92,864	0	-0,652
92,887	-0,5	-0,772
92,911	-2,5	-0,887
92,935	-3,5	-1,132
92,983	-5	-1,258
93,007	-5,5	-1,368
93,031	-7	-1,492
93,055	-7,5	-1,612
93,079	-8	-1,732
93,103	-9	-1,848
93,127	-9	-1,972
93,151	-11	-2,087
93,188	-12	-2,277
93,212	-14	-2,387
93,235	-15	-2,517
93,26	-15,5	-2,702
93,295	-18	-2,807
93,319	-19	-2,932
93,343	-20	-3,047
93,367	-21	-3,167
93,391	-23	-3,276
93,415	-24	-3,346
93,439	-25	-3,394
93,464	-25,5	-3,427
93,487	-26,5	-3,462
93,529	-27	-3,474
93,554	-27,5	-3,481
93,577	-27,5	-3,488
93,601	-28	-3,492
93,625	-28	-3,495
93,661	-28	-3,496
93,685	-28	-3,498
93,709	-28	-3,498
93,733	-28	-3,499
93,769	-28	-3,499
93,793	-28	-3,499
93,828	-28	-3,489
93,853	-28	-3,364
93,877	-28	-3,23
93,901	-27	-3,103
93,925	-25,5	-2,978
93,95	-24	-2,818
93,979	-22	-2,718
94,003	-21	-2,592
94,027	-19,5	-2,472
94,051	-17,5	-2,352
94,075	-16,5	-2,232
94,099	-15	-2,112
94,123	-14,5	-1,962
94,154	-12	-1,842
94,177	-11	-1,722
94,201	-10	-1,578
94,232	-8	-1,453
94,255	-7,5	-1,328
94,28	-6	-1,213
94,315	-4,5	-1,033
94,339	-4	-0,918
94,363	-4	-0,793
94,387	-2,5	-0,678
94,412	-1,5	-0,548
94,435	-0,5	-0,383
94,482	0	-0,214
94,507	1	-0,149
94,531	1,5	-0,101
94,555	2	-0,07
94,579	3	-0,048
94,603	3	-0,034
94,627	3	-0,022
94,652	3,5	-0,016
94,675	3,5	-0,011
94,699	3,5	-0,006
94,749	3,5	-0,003
94,772	3,5	-0,002
94,811	3,5	-0,001
94,837	3,5	-0,001
94,861	3,5	-0,003
94,903	3,5	-0,109
94,928	3,5	-0,234
94,951	2,5	-0,357
94,975	1,5	-0,473
94,999	0	-0,593
95,023	-0,5	-0,718
95,047	-1,5	-0,833
95,071	-3	-0,958
95,095	-4,5	-1,068
95,119	-5	-1,258
95,156	-6	-1,378
95,179	-6,5	-1,494
95,203	-7	-1,648
95,233	-8,5	-1,773
95,258	-8,5	-1,888
95,282	-10	-2,038
95,311	-12	-2,158
95,335	-12,5	-2,398
95,383	-14,5	-2,523
95,408	-15,5	-2,633
95,431	-17,5	-2,783
95,461	-18,5	-2,908
95,485	-19,5	-3,028
95,509	-20,5	-3,148
95,533	-22,5	-3,255
95,557	-23,5	-3,332
95,581	-24,5	-3,384
95,605	-25,5	-3,422
95,63	-27	-3,446
95,666	-27	-3,468
95,689	-27,5	-3,478
95,714	-27,5	-3,485
95,737	-27,5	-3,49
95,761	-28	-3,493
95,785	-28	-3,495
95,809	-28	-3,497
95,845	-28	-3,498
95,869	-28	-3,498
95,903	-28	-3,499
95,929	-28	-3,499
95,953	-27,5	-3,5
95,977	-28	-3,496
96,001	-28	-3,376
96,025	-27,5	-3,246
96,049	-27	-3,059
96,1	-23,5	-2,873
96,122	-22,5	-2,758
96,145	-21,5	-2,578
96,181	-19,5	-2,453
96,206	-18	-2,343
96,229	-17	-2,223
96,253	-14,5	-2,098
96,277	-13,5	-1,983
96,301	-12,5	-1,858
96,325	-11,5	-1,738
96,35	-9,5	-1,618
96,373	-8,5	-1,498
96,397	-7,5	-1,258
96,445	-6	-1,133
96,469	-5	-0,958
96,505	-3,5	-0,843
96,529	-3	-0,718
96,553	-1,5	-0,603
96,577	-1,5	-0,473
96,601	-0,5	-0,358
96,625	0	-0,25
96,649	0,5	-0,169
96,673	1,5	-0,116
96,697	2	-0,08
96,721	2,5	-0,055
96,745	3	-0,038
96,769	3	-0,026
96,793	3,5	-0,015
96,829	3,5	-0,01
96,86	3,5	-0,006
96,883	3,5	-0,004
96,932	3,5	-0,002
96,955	3,5	-0,001
96,979	3,5	-0,001
97,003	3,5	-0,001
97,027	3,5	0
97,051	3,5	-0,018
97,075	3,5	-0,156
97,1	3	-0,282
97,123	2,5	-0,43
97,153	0,5	-0,555
97,177	0	-0,675
97,218	-2	-0,885
97,243	-3	-1
97,267	-4	-1,125
97,291	-5,5	-1,245
97,316	-6	-1,365
97,339	-6	-1,485
97,363	-7	-1,605
97,401	-8,5	-1,785
97,423	-10	-1,96
97,459	-10,5	-2,085
97,483	-11,5	-2,205
97,507	-12,5	-2,32
97,531	-14,5	-2,45
97,555	-15	-2,565
97,579	-16	-2,68
97,603	-17	-2,8
97,627	-18	-2,955
97,658	-20,5	-3,075
97,681	-21,5	-3,195
97,722	-22,5	-3,346
97,747	-24,5	-3,392
97,771	-26	-3,444
97,813	-27	-3,461
97,837	-27	-3,473
97,861	-27,5	-3,482
97,885	-27,5	-3,487
97,909	-28	-3,491
97,933	-28	-3,494
97,957	-27,5	-3,496
97,989	-28	-3,498
98,023	-28	-3,498
98,047	-28	-3,499
98,072	-28	-3,499
98,095	-28	-3,5
98,138	-28	-3,445
98,161	-28	-3,028
98,24	-25,5	-2,773
98,289	-17,5	-2,208
98,402	-15	-2,098
98,425	-14	-1,978
98,449	-13	-1,858
98,473	-11	-1,738
98,497	-10	-1,528
98,539	-8	-1,403
98,563	-7	-1,292
98,587	-6	-1,107
98,624	-4,5	-0,988
98,647	-4	-0,867
98,686	-2,5	-0,693
98,707	-1,5	-0,568
98,731	-0,5	-0,443
98,756	0	-0,328
98,779	0	-0,204
98,809	1,5	-0,14
98,833	2	-0,096
98,857	2,5	-0,055
98,893	3	-0,038
98,917	3	-0,026
98,941	3,5	-0,018
98,965	3,5	-0,01
99,001	3,5	-0,007
99,025	3,5	-0,004
99,049	3,5	-0,003
99,079	3,5	-0,002
99,103	3,5	-0,001
99,127	3	-0,001
99,151	3,5	-0,001
99,175	3,5	0
99,199	3,5	-0,012
99,223	3	-0,141
99,247	3,5	-0,298
99,287	1	-0,484
99,313	1	-0,629
99,354	-1,5	-0,814
99,379	-2,5	-0,93
99,403	-3,5	-1,11
99,439	-5	-1,224
99,463	-5,5	-1,35
99,487	-6	-1,47
99,511	-7,5	-1,585
99,535	-8	-1,705
99,559	-8,5	-1,825
99,583	-9,5	-1,945
99,607	-10,5	-2,07
99,631	-12	-2,185
99,655	-13	-2,305
99,679	-14	-2,435
99,703	-15	-2,55
99,727	-15,5	-2,67
99,751	-17,5	-2,79
99,775	-17,5	-2,91
99,799	-20	-3,03
99,823	-21	-3,15
99,847	-22	-3,26
99,871	-24	-3,335
99,895	-24,5	-3,387
99,919	-25,5	-3,446
99,967	-27	-3,466
99,997	-27,5	-3,476
100,035	-27,5	-3,487
100,057	-27,5	-3,491
100,081	-27,5	-3,494
100,105	-28	-3,496
100,129	-28	-3,497
100,153	-28	-3,498
100,177	-28	-3,498
100,201	-28	-3,499
100,225	-28	-3,499
100,261	-28	-3,5
100,285	-28	-3,461
100,309	-28	-3,325
100,333	-27	-3,195
100,357	-25,5	-3,074
100,381	-24,5	-2,893
100,417	-22,5	-2,768
100,441	-21,5	-2,653
100,465	-20	-2,428
100,507	-18	-2,323
100,531	-15,5	-2,208
100,555	-14,5	-2,088
100,579	-13,5	-1,963
100,603	-12,5	-1,848
100,627	-11,5	-1,718
100,651	-9,5	-1,603
100,675	-8,5	-1,413
100,711	-6,5	-1,268
100,741	-5,5	-1,153
100,765	-5	-1,033
100,79	-3,5	-0,913
100,813	-3	-0,798
100,851	-1,5	-0,608
100,873	-1	-0,493
100,909	0	-0,313
100,933	0,5	-0,177
100,969	1,5	-0,122
100,993	2,5	-0,084
101,017	2,5	-0,053
101,047	3	-0,037
101,071	3	-0,025
101,095	3,5	-0,018
101,119	3,5	-0,012
101,143	3,5	-0,008
101,167	3,5	-0,004
101,209	3,5	-0,003
101,233	3,5	-0,002
101,257	3,5	-0,001
101,281	3,5	-0,001
101,338	3,5	-0,002
101,371	3,5	-0,11
101,395	3,5	-0,271
101,425	2,5	-0,392
101,449	2	-0,518
101,473	0	-0,633
101,497	-1	-0,814
101,533	-3	-0,933
101,557	-4	-1,053
101,581	-4,5	-1,174
101,605	-5,5	-1,289
101,629	-5,5	-1,474
101,665	-6,5	-1,598
101,689	-7,5	-1,708
101,728	-9,5	-1,953
101,761	-10,5	-2,078
101,785	-11,5	-2,194
101,809	-13	-2,314
101,833	-14,5	-2,433
101,857	-15	-2,548
101,881	-16	-2,673
101,919	-18	-2,858
101,941	-19	-2,973
101,965	-20	-3,118
101,995	-22	-3,239
102,019	-23	-3,321
102,043	-24	-3,377
102,067	-25	-3,415
102,091	-26,5	-3,442
102,115	-27	-3,46
102,139	-27	-3,473
102,163	-27	-3,48
102,187	-27,5	-3,488
102,217	-27,5	-3,493
102,247	-27,5	-3,495
102,283	-28	-3,497
102,307	-28	-3,498
102,331	-27,5	-3,499
102,367	-27,5	-3,499
102,391	-27,5	-3,499
102,415	-27,5	-3,5
102,439	-27,5	-3,499
102,463	-27,5	-3,394
102,487	-27,5	-3,262
102,511	-26,5	-3,144
102,535	-25	-3,019
102,559	-23,5	-2,868
102,589	-21,5	-2,748
102,613	-20,5	-2,628
102,637	-19,5	-2,418
102,679	-17	-2,298
102,703	-15,5	-2,178
102,727	-15	-2,058
102,751	-12,5	-1,938
102,775	-12	-1,818
102,799	-10,5	-1,693
102,823	-9,5	-1,578
102,847	-9,5	-1,452
102,871	-8	-1,338
102,895	-6	-1,158
102,931	-4,5	-1,038
102,955	-3,5	-0,858
102,991	-2,5	-0,743
103,015	-1,5	-0,618
103,039	-1	-0,498
103,063	-0,5	-0,383
103,087	0	-0,258
103,111	1	-0,183
103,135	1,5	-0,097
103,171	2	-0,07
103,195	3	-0,049
103,227	3	-0,031
103,249	3	-0,021
103,273	3,5	-0,015
103,297	3,5	-0,007
103,339	3,5	-0,005
103,363	3,5	-0,003
103,399	3,5	-0,002
103,423	3,5	-0,002
103,447	3,5	-0,001
103,47	3,5	-0,001
103,495	3,5	0
103,519	3,5	-0,009
103,543	3,5	-0,127
103,567	3,5	-0,26
103,603	2	-0,503
103,639	0	-0,628
103,663	-1,5	-1,018
103,742	-4,5	-1,358
103,807	-7	-1,674
103,873	-8,5	-1,798
103,897	-9	-1,943
103,927	-10	-2,064
103,951	-12	-2,178
103,975	-13	-2,303
103,999	-14	-2,423
104,023	-14,5	-2,603
104,059	-16,5	-2,723
104,083	-17,5	-2,903
104,119	-19,5	-3,028
104,143	-21	-3,138
104,167	-22	-3,251
104,191	-24	-3,332
104,215	-24,5	-3,384
104,239	-25,5	-3,42
104,263	-26,5	-3,454
104,312	-27	-3,474
104,335	-27,5	-3,482
104,359	-27,5	-3,488
104,383	-27,5	-3,494
104,425	-27,5	-3,495
104,448	-27,5	-3,497
104,473	-27,5	-3,498
104,497	-27,5	-3,498
104,535	-28	-3,499
104,557	-28	-3,499
104,581	-28	-3,5
104,617	-27,5	-3,407
104,641	-27,5	-3,279
104,665	-27	-3,035
104,713	-23,5	-2,915
104,737	-22,5	-2,795
104,761	-21,5	-2,645
104,791	-19,5	-2,525
104,814	-18	-2,4
104,839	-18	-2,285
104,863	-15,5	-2,165
104,886	-15	-2,045
104,91	-13	-1,925
104,935	-11,5	-1,804
104,959	-10,5	-1,68
104,983	-9,5	-1,565
105,007	-8,5	-1,38
105,043	-6,5	-1,26
105,067	-6	-1,144
105,104	-4,5	-0,964
105,127	-3,5	-0,845
105,151	-2	-0,725
105,174	-1,5	-0,605
105,199	-1	-0,484
105,223	0	-0,304
105,259	0,5	-0,208
105,283	1	-0,144
105,306	1,5	-0,099
105,331	2,5	-0,068
105,355	3	-0,047
105,379	3	-0,032
105,403	3	-0,022
105,427	3	-0,015
105,451	3,5	-0,011
105,475	3,5	-0,007
105,499	3,5	-0,004
105,535	3,5	-0,003
105,559	3,5	-0,002
105,583	3,5	-0,001
105,607	3,5	-0,001
105,63	3,5	-0,001
105,654	3,5	0
105,679	3,5	-0,109
105,715	3,5	-0,25
105,739	2,5	-0,367
105,762	2	-0,578
105,805	0	-0,698
105,829	-1	-0,818
105,853	-3	-0,938
105,876	-4	-1,058
105,9	-5	-1,178
105,925	-5,5	-1,298
105,948	-6	-1,488
105,985	-7	-1,603
106,009	-7,5	-1,718
106,033	-9	-1,843
106,057	-9,5	-1,958
106,081	-10,5	-2,138
106,117	-12,5	-2,258
106,141	-13,5	-2,443
106,177	-15	-2,558
106,201	-16	-2,683
106,225	-17	-2,798
106,248	-18	-3,033
106,311	-21	-3,221
106,333	-23	-3,306
106,357	-24	-3,394
106,392	-26	-3,424
106,416	-26,5	-3,448
106,44	-27	-3,465
106,465	-27	-3,475
106,488	-27,5	-3,482
106,512	-27,5	-3,49
106,549	-27,5	-3,493
106,572	-27,5	-3,495
106,617	-27,5	-3,497
106,639	-27,5	-3,498
106,663	-27,5	-3,499
106,7	-27,5	-3,499
106,734	-27,5	-3,5
106,758	-27,5	-3,316
106,826	-27	-3,121
106,849	-25,5	-3,005
106,873	-23	-2,885
106,897	-22	-2,76
106,921	-21	-2,645
106,945	-20	-2,4
106,993	-16,5	-2,28
107,017	-15,5	-2,165
107,04	-14,5	-2,045
107,064	-13,5	-1,93
107,089	-12,5	-1,804
107,113	-10,5	-1,684
107,137	-9,5	-1,56
107,161	-7,5	-1,104
107,251	-4	-0,92
107,287	-2,5	-0,78
107,317	-2	-0,664
107,355	-0,5	-0,484
107,376	0	-0,364
107,401	0	-0,247
107,424	0,5	-0,172
107,448	1,5	-0,083
107,497	2,5	-0,055
107,521	3	-0,039
107,544	3	-0,022
107,58	3,5	-0,016
107,604	3,5	-0,011
107,628	3,5	-0,007
107,652	3,5	-0,005
107,677	3,5	-0,003
107,7	3,5	-0,002
107,74	3,5	-0,001
107,773	3,5	-0,001
107,802	3,5	0
107,838	3,5	-0,113
107,874	3,5	-0,247
107,899	2,5	-0,358
107,922	2	-0,549
107,958	0	-0,669
107,983	-1	-0,78
108,007	-2	-0,9
108,03	-4	-1,02
108,054	-4,5	-1,14
108,078	-5	-1,26
108,102	-5,5	-1,38
108,138	-7	-1,565
108,163	-7,5	-1,68
108,186	-8	-1,805
108,211	-9,5	-1,92
108,234	-10,5	-2,1
108,271	-12,5	-2,22
108,294	-13,5	-2,34
108,319	-15	-2,55
108,36	-15,5	-2,67
108,384	-18	-2,824
108,415	-19	-2,94
108,438	-20	-3,06
108,478	-22	-3,24
108,499	-23	-3,319
108,538	-25	-3,406
108,564	-25,5	-3,435
108,589	-27	-3,455
108,612	-27	-3,475
108,648	-27	-3,482
108,672	-27,5	-3,488
108,697	-27,5	-3,492
108,72	-27,5	-3,495
108,756	-27,5	-3,496
108,78	-28	-3,498
108,804	-28	-3,498
108,828	-27,5	-3,499
108,866	-27,5	-3,499
108,889	-27,5	-3,5
108,912	-27,5	-3,432
108,948	-27,5	-3,299
108,973	-27	-3,099
109,008	-24	-2,994
109,033	-23	-2,878
109,056	-22	-2,693
109,092	-19,5	-2,578
109,116	-18,5	-2,398
109,165	-16,5	-2,218
109,188	-14,5	-2,098
109,213	-13,5	-1,948
109,243	-12	-1,823
109,267	-11	-1,708
109,29	-9	-1,523
109,326	-7,5	-1,373
109,356	-6	-1,258
109,38	-5,5	-1,078
109,416	-4	-0,953
109,441	-3	-0,838
109,477	-2	-0,658
109,5	-1,5	-0,538
109,524	-0,5	-0,418
109,548	0	-0,298
109,573	0,5	-0,186
109,602	1,5	-0,086
109,65	2,5	-0,06
109,675	3	-0,042
109,698	3	-0,022
109,74	3,5	-0,015
109,764	3,5	-0,01
109,788	3,5	-0,007
109,812	3,5	-0,004
109,836	3,5	-0,003
109,861	3,5	-0,002
109,884	3,5	-0,001
109,938	3,5	0
109,998	3,5	-0,097
110,042	3	-0,295
110,065	2,5	-0,412
110,088	0,5	-0,532
110,128	-1	-0,748
110,155	-2	-0,863
110,178	-3	-0,983
110,202	-4	-1,102
110,226	-4,5	-1,223
110,25	-5,5	-1,343
110,274	-6	-1,468
110,299	-7	-1,643
110,334	-8,5	-1,763
110,375	-9	-1,983
110,401	-10,5	-2,093
110,424	-11,5	-2,243
110,454	-13,5	-2,363
110,478	-14,5	-2,483
110,502	-15	-2,603
110,526	-16	-2,723
110,55	-18	-2,843
110,575	-19	-2,968
110,598	-20	-3,083
110,622	-21,5	-3,27
110,665	-23,5	-3,349
110,688	-24,5	-3,394
110,725	-26	-3,44
110,748	-27	-3,467
110,785	-27	-3,478
110,814	-27,5	-3,488
110,85	-27,5	-3,492
110,875	-27,5	-3,494
110,898	-27,5	-3,496
110,934	-27,5	-3,498
110,958	-27,5	-3,498
110,982	-27,5	-3,499
111,006	-27,5	-3,499
111,03	-27,5	-3,499
111,054	-27,5	-3,5
111,085	-27,5	-3,484
111,108	-27,5	-3,354
111,132	-26	-2,984
111,204	-22,5	-2,804
111,252	-20,5	-2,618
111,277	-19,5	-2,503
111,3	-18	-2,384
111,325	-17	-2,264
111,348	-15,5	-2,088
111,384	-14	-1,933
111,414	-11,5	-1,753
111,45	-9,5	-1,633
111,474	-8,5	-1,514
111,499	-7,5	-1,394
111,522	-6,5	-1,213
111,558	-5	-1,078
111,583	-4	-0,974
111,606	-3,5	-0,854
111,63	-2	-0,733
111,654	-1,5	-0,614
111,678	-1	-0,493
111,702	-0,5	-0,374
111,726	0	-0,258
111,75	1	-0,134
111,793	2	-0,092
111,816	2,5	-0,064
111,84	3	-0,04
111,87	3	-0,027
111,894	3	-0,019
111,918	3,5	-0,013
111,942	3,5	-0,009
111,966	3,5	-0,006
111,99	3,5	-0,004
112,014	3,5	-0,003
112,038	3,5	-0,002
112,062	3,5	-0,001
112,098	3,5	-0,001
112,122	3,5	-0,001
112,146	3,5	0
112,17	3,5	-0,132
112,234	2	-0,386
112,255	1	-0,531
112,3	-0,5	-0,777
112,333	-2,5	-0,892
112,356	-3,5	-1,012
112,381	-5	-1,252
112,428	-5,5	-1,372
112,452	-6,5	-1,492
112,477	-7	-1,612
112,516	-8,5	-1,827
112,543	-9	-1,972
112,572	-11	-2,212
112,621	-13	-2,362
112,65	-14,5	-2,482
112,69	-15	-2,662
112,71	-17,5	-2,782
112,734	-18,5	-2,907
112,759	-19,5	-3,022
112,782	-21	-3,142
112,806	-21,5	-3,276
112,836	-23,5	-3,36
112,866	-24,5	-3,42
112,902	-26	-3,445
112,926	-26,5	-3,462
112,951	-27	-3,473
112,974	-27	-3,488
113,023	-27	-3,492
113,046	-27,5	-3,494
113,07	-27,5	-3,496
113,094	-27,5	-3,498
113,13	-27,5	-3,498
113,155	-27,5	-3,499
113,197	-27,5	-3,499
113,22	-27,5	-3,5
113,244	-27,5	-3,371
113,316	-26,5	-3,124
113,34	-25	-2,999
113,365	-24	-2,883
113,388	-21,5	-2,758
113,412	-20,5	-2,643
113,436	-19,5	-2,458
113,472	-17	-2,313
113,503	-16	-2,198
113,526	-15	-2,073
113,55	-13	-1,923
113,58	-11,5	-1,798
113,605	-10,5	-1,683
113,641	-8	-1,438
113,677	-7	-1,323
113,7	-6	-1,143
113,736	-4,5	-1,023
113,76	-3,5	-0,903
113,784	-3	-0,783
113,808	-2,5	-0,663
113,832	-1	-0,543
113,856	-0,5	-0,423
113,88	0	-0,25
113,916	1	-0,169
113,94	1,5	-0,118
113,964	1,5	-0,068
114	3	-0,046
114,024	3	-0,032
114,048	3,5	-0,022
114,072	3,5	-0,016
114,096	3,5	-0,011
114,12	3,5	-0,004
114,168	3,5	-0,003
114,193	3,5	-0,002
114,216	3,5	-0,001
114,252	3,5	-0,001
114,276	3,5	-0,001
114,3	3,5	0
114,324	3,5	-0,022
114,348	3,5	-0,156
114,372	3	-0,286
114,397	2	-0,402
114,42	1	-0,523
114,444	0	-0,648
114,468	-0,5	-0,793
114,498	-2,5	-0,918
114,523	-3,5	-1,028
114,546	-4,5	-1,163
114,586	-6	-1,368
114,612	-6,5	-1,483
114,636	-7	-1,723
114,685	-8,5	-1,843
114,708	-9	-1,963
114,732	-11	-2,173
114,775	-12,5	-2,293
114,798	-13,5	-2,473
114,834	-15	-2,593
114,858	-16	-2,713
114,882	-17,5	-2,833
114,906	-19,5	-3,013
114,942	-20,5	-3,138
114,966	-21,5	-3,247
114,99	-23,5	-3,365
115,034	-25,5	-3,458
115,122	-27,5	-3,484
115,192	-27,5	-3,492
115,218	-27,5	-3,494
115,242	-27,5	-3,496
115,283	-27,5	-3,498
115,308	-27,5	-3,498
115,332	-27,5	-3,499
115,375	-27,5	-3,499
115,398	-27,5	-3,5
115,45	-27,5	-3,294
115,476	-27	-3,17
115,501	-25,5	-3,044
115,524	-24,5	-2,924
115,549	-23,5	-2,809
115,572	-21	-2,628
115,608	-19	-2,508
115,632	-17,5	-2,388
115,656	-16,5	-2,238
115,686	-15	-2,118
115,71	-13	-1,998
115,734	-12	-1,878
115,758	-11	-1,758
115,782	-10,5	-1,639
115,806	-9,5	-1,518
115,83	-7,5	-1,398
115,854	-6	-1,278
115,878	-5,5	-1,154
115,903	-4,5	-1,039
115,926	-4	-0,854
115,962	-2,5	-0,738
115,986	-1,5	-0,588
116,016	-1	-0,468
116,054	0	-0,284
116,077	0,5	-0,198
116,1	1	-0,113
116,136	2	-0,078
116,16	2,5	-0,054
116,184	3	-0,038
116,208	3	-0,021
116,244	3	-0,014
116,29	3	-0,006
116,316	3,5	-0,004
116,34	3,5	-0,002
116,376	3	-0,002
116,415	3,5	-0,001
116,436	3,5	-0,001
116,46	3,5	0
116,484	3,5	-0,002
116,508	3,5	-0,116
116,532	3	-0,317
116,569	-2	-0,944
116,694	-4	-1,058
116,718	-4	-1,174
116,742	-5,5	-1,294
116,766	-6	-1,418
116,79	-7	-1,609
116,826	-7,5	-1,754
116,856	-9	-1,864
116,88	-9,5	-2,049
116,916	-11	-2,174
116,94	-13	-2,348
116,976	-14	-2,498
117,006	-15	-2,618
117,03	-17	-2,738
117,054	-18	-2,863
117,078	-19	-2,978
117,102	-20	-3,098
117,126	-21	-3,217
117,164	-23	-3,342
117,187	-24	-3,39
117,21	-25,5	-3,43
117,24	-26	-3,452
117,264	-27	-3,467
117,288	-27	-3,481
117,336	-27,5	-3,49
117,36	-27,5	-3,493
117,384	-27,5	-3,495
117,414	-27,5	-3,497
117,438	-27,5	-3,498
117,462	-27,5	-3,498
117,486	-27	-3,499
117,51	-27,5	-3,499
117,546	-27,5	-3,5
117,57	-27,5	-3,5
117,594	-27,5	-3,432
117,618	-27,5	-3,299
117,642	-27	-3,175
117,666	-26	-2,989
117,702	-23,5	-2,868
117,726	-22,5	-2,663
117,768	-20	-2,508
117,798	-18	-2,398
117,822	-16,5	-2,273
117,846	-15,5	-2,153
117,87	-13,5	-2,033
